Date,Close,High,Low,Open,Volume,Ticker
2020-01-02,29.760223388671875,29.760223388671875,28.946376350294614,29.173312414456703,22732710,ITUB4
2020-01-03,29.447208404541016,29.924562276118518,29.306347785648253,29.34547628262301,27380540,ITUB4
2020-01-06,29.008987426757812,29.408084364875922,28.883780157893963,29.384609233349362,24524170,ITUB4
2020-01-07,28.336000442504883,29.142022728962534,28.336000442504883,29.008990402609538,22000990,ITUB4
2020-01-08,27.87428855895996,28.805517860530504,27.87428855895996,28.52380319918484,28578990,ITUB4
2020-01-09,27.318689346313477,28.116886603625133,27.013497822609533,28.00732940907955,53266180,ITUB4
2020-01-10,27.07609748840332,27.74126235943011,27.052622356036732,27.45172095028335,28073760,ITUB4
2020-01-13,27.436063766479492,27.702128348524344,27.185649269568124,27.40476195436557,32120770,ITUB4
2020-01-14,27.436063766479492,27.436063766479492,27.099568875793103,27.32650824500424,20276630,ITUB4
2020-01-15,27.09957504272461,27.342164552274266,26.91958917164923,27.303037688689674,36033250,ITUB4
2020-01-16,27.154346466064453,27.443889448932385,26.935233789266686,27.31085552092,25143250,ITUB4
2020-01-17,27.342161178588867,27.623877516962793,27.17782705833252,27.310859363213986,21695190,ITUB4
2020-01-20,26.786550521850586,27.389109989344952,26.73177194066557,27.232600930135575,20154420,ITUB4
2020-01-21,26.215293884277344,26.982189173139535,26.16834198267404,26.61439243621739,29565910,ITUB4
2020-01-22,26.371803283691406,26.66134630755319,26.215294206677115,26.489185501913905,19187850,ITUB4
2020-01-23,26.997833251953125,27.240422660067896,26.13703276193812,26.21528645638677,36385360,ITUB4
2020-01-24,26.79437255859375,27.091740558656703,26.567434858659443,27.08391551703577,16231710,ITUB4
2020-01-27,26.215293884277344,26.676997708100302,26.144865210948836,26.403106416231868,15825810,ITUB4
2020-01-28,26.207468032836914,26.583091443315936,26.058784005624997,26.426582373052614,18903940,ITUB4
2020-01-29,25.800546646118164,26.4422347097374,25.761419785683888,26.36397934702165,22078540,ITUB4
2020-01-30,26.176164627075195,26.176164627075195,25.49534980236669,25.55012838408966,45968780,ITUB4
2020-01-31,25.68315887451172,26.12921089774961,25.46404620482966,25.81619279820381,28005780,ITUB4
2020-02-03,25.745771408081055,26.066616302583036,25.659690990441625,25.824026780984372,19344600,ITUB4
2020-02-04,25.94923210144043,26.183994918698918,25.745769460758943,26.105741193561848,17303330,ITUB4
2020-02-05,26.105741500854492,26.70047605791655,26.105741500854492,26.379632825752793,38271090,ITUB4
2020-02-06,26.043136596679688,26.40310831621288,25.910104283742303,26.37180485709526,29136580,ITUB4
2020-02-07,26.379627227783203,26.723947161435873,25.824019651654655,25.86314650638072,40828700,ITUB4
2020-02-10,26.825681686401367,27.0526210901036,26.356154433332055,26.395281293959364,50615180,ITUB4
2020-02-11,27.443891525268555,27.74125793106865,27.10739662140904,27.514320194820286,105065290,ITUB4
2020-02-12,27.334333419799805,27.764732107063043,27.20130112813384,27.522144293391857,72906020,ITUB4
2020-02-13,26.911760330200195,27.224778478406442,26.763076299340455,27.162174848765194,22312950,ITUB4
2020-02-14,26.457881927490234,26.919584084448456,26.34832640178746,26.817853601614377,34655940,ITUB4
2020-02-17,26.215293884277344,26.59874234963199,26.10573835263823,26.59874234963199,35458500,ITUB4
2020-02-18,26.324848175048828,26.403103524947753,25.800542420451514,26.12138557878917,26345000,ITUB4
2020-02-19,26.700468063354492,26.935232454931345,26.23094092204759,26.371798243516256,21751620,ITUB4
2020-02-20,26.606565475463867,26.817853122069582,26.47353318168682,26.786551309307512,52809570,ITUB4
2020-02-21,25.573604583740234,25.745765378700895,25.39362038772303,25.651859938316996,21451320,ITUB4
2020-02-26,24.298059463500977,24.728459883252828,24.07894673149878,24.337186326610972,38754320,ITUB4
2020-02-27,24.313701629638672,25.299709356709023,23.922428226910966,24.02415868771844,67110450,ITUB4
2020-02-28,25.041473388671875,25.10407701467891,24.102418998566353,24.337181775169235,61673150,ITUB4
2020-03-02,24.959264755249023,25.280259999791028,24.481688708163112,24.998409955885,56402940,ITUB4
2020-03-03,24.50518226623535,25.029735669695594,24.238992850134835,24.779202038928513,48060100,ITUB4
2020-03-04,24.74005699157715,24.920127269916126,24.215505227232747,24.904468199243595,34352890,ITUB4
2020-03-05,23.89450454711914,24.653929008809932,23.62831356437022,24.473858783063616,33448030,ITUB4
2020-03-06,23.385610580444336,23.76140845897029,22.955008433979142,23.17422386311928,35671130,ITUB4
2020-03-09,21.764984130859375,22.27387841579506,21.428333035470956,21.92156660869717,52227560,ITUB4
2020-03-10,22.305194854736328,23.252520075212868,21.592744171728768,23.095935955155465,49022930,ITUB4
2020-03-11,20.488840103149414,22.031179011104747,19.59631900233249,21.764987930995343,53066310,ITUB4
2020-03-12,18.476743698120117,19.228341026375574,17.545077802142877,18.163578829103958,64335920,ITUB4
2020-03-13,20.520151138305664,21.279575675473986,18.515893963290985,21.091678361928683,98665270,ITUB4
2020-03-16,18.633331298828125,20.089550807423638,17.7877859180521,18.398458403254462,68657600,ITUB4
2020-03-17,19.72940444946289,20.911603861258556,18.398452959616645,19.189195471122247,77542740,ITUB4
2020-03-18,18.35930633544922,18.985637711795068,16.86394368551662,18.766422304989852,92111030,ITUB4
2020-03-19,17.889562606811523,18.57852709408236,16.542951767825656,17.826931263550893,81017860,ITUB4
2020-03-20,17.26323699951172,18.766430673388292,16.910925135222303,18.31234059263672,80738460,ITUB4
2020-03-23,16.065380096435547,17.60771903143814,15.658265575836285,17.427648736672566,58803690,ITUB4
2020-03-24,17.615537643432617,18.226209895411497,16.832625552829246,16.98920797094992,56614470,ITUB4
2020-03-25,18.476743698120117,19.361435685053273,17.23191293312672,17.404152789777267,48278670,ITUB4
2020-03-26,18.985641479492188,19.431902735297196,18.57069835920538,18.96998241173309,55855470,ITUB4
2020-03-27,17.983518600463867,18.80557635217097,17.62337801278727,18.022663816588626,46179430,ITUB4
2020-03-30,18.87603187561035,19.09524895625547,17.873904158909912,18.093119596938134,33248050,ITUB4
2020-03-31,18.077463150024414,18.985641442384505,17.858246057527406,18.750766924775988,44687720,ITUB4
2020-04-01,16.765228271484375,17.532981860091002,16.60071023238461,17.40763611328351,48778180,ITUB4
2020-04-02,16.843568801879883,17.235280162951806,16.569371013497978,16.74955827246475,43071930,ITUB4
2020-04-03,16.18549919128418,16.827903816322134,15.676274128676376,16.78089936156354,41132410,ITUB4
2020-04-06,17.376298904418945,17.76801035045911,17.14910715330542,17.344962054483123,43236270,ITUB4
2020-04-07,18.01871109008789,18.70812201595079,17.9560373695549,18.410422665261734,41854670,ITUB4
2020-04-08,18.94314193725586,19.10766162256274,17.971699646047302,18.02653789746493,45041700,ITUB4
2020-04-09,18.410417556762695,19.350523103898276,18.410417556762695,19.16250199447116,41037700,ITUB4
2020-04-13,18.802127838134766,18.802127838134766,18.034375777758033,18.371245707600742,23762970,ITUB4
2020-04-14,19.037151336669922,19.70306055158498,19.037151336669922,19.162498721545525,37142710,ITUB4
2020-04-15,18.33207893371582,19.178175769563985,18.308577522252996,18.684619829880965,38329610,ITUB4
2020-04-16,17.869857788085938,18.66111461838494,17.862023985170215,18.56710405234115,34178430,ITUB4
2020-04-17,18.191064834594727,18.496599636325726,17.713176477743815,18.363416746029316,27680510,ITUB4
2020-04-20,17.736677169799805,17.995207468017387,17.626997350492026,17.79935088263708,31442180,ITUB4
2020-04-22,17.525148391723633,18.12054850786161,17.39980099885248,17.54865143880814,52856320,ITUB4
2020-04-23,17.274456024169922,17.815017964361584,17.109937958917413,17.75234425915254,45600610,ITUB4
2020-04-24,16.35785484313965,17.09427183581436,15.958309488469013,17.031598119147798,75701670,ITUB4
2020-04-27,16.898414611816406,17.3449643721495,16.530206164948602,16.874911560302827,42258370,ITUB4
2020-04-28,18.292903900146484,18.496594256619225,17.697503721996316,18.003038434863008,64094250,ITUB4
2020-04-29,18.535764694213867,18.896139303898234,18.14405323341281,18.802127106863338,34685310,ITUB4
2020-04-30,17.838520050048828,18.277234319102043,17.59565740089141,17.69750339911206,50922410,ITUB4
2020-05-04,17.16041374206543,17.317201295336996,17.074180176573954,17.20744918566267,35246530,ITUB4
2020-05-05,17.795406341552734,18.320646801914013,17.17609497591838,17.403438205429424,57118050,ITUB4
2020-05-06,17.434789657592773,17.858115163147154,17.246644622953447,17.71700720955176,32096790,ITUB4
2020-05-07,16.80763816833496,17.622933251799534,16.564615462496015,17.54453867139006,57420550,ITUB4
2020-05-08,17.49750518798828,17.85027837197386,17.168250545222058,17.262323065331227,39319610,ITUB4
2020-05-11,17.544546127319336,18.054107004609516,17.379919576696366,17.379919576696366,42038150,ITUB4
2020-05-12,16.940906524658203,17.764042187321603,16.925226951243964,17.64645114340283,47573020,ITUB4
2020-05-13,16.933069229125977,17.199608871181983,16.619494147159106,17.042821330198546,38182210,ITUB4
2020-05-14,17.677804946899414,17.709162442399247,16.251036434505515,16.705720941636926,67948870,ITUB4
2020-05-15,16.956588745117188,17.850280247191254,16.956588745117188,17.638614998749333,41544250,ITUB4
2020-05-18,17.77188491821289,17.983548513173,17.254485202173548,17.599417797943655,54560990,ITUB4
2020-05-19,17.003623962402344,17.811080167217703,16.94090894930539,17.740526188675688,44969980,ITUB4
2020-05-20,16.933069229125977,17.207447837039073,16.744924179945855,17.191769905324893,45535600,ITUB4
2020-05-21,17.90515899658203,17.90515899658203,17.019307890840352,17.02714850381666,66884290,ITUB4
2020-05-22,17.99922752380371,18.304963663205168,17.411273789132096,17.71700992853355,56380720,ITUB4
2020-05-25,18.783164978027344,18.963471056318017,18.336319265119812,18.74396686029926,30974020,ITUB4
2020-05-26,18.038423538208008,19.143778636344976,17.92083411010429,19.07322300576065,58373590,ITUB4
2020-05-27,18.602855682373047,18.602855682373047,18.15601004674746,18.53230171429406,40084110,ITUB4
2020-05-28,18.27359962463379,18.853714185613377,18.27359962463379,18.41470919424369,26310350,ITUB4
2020-05-29,18.061935424804688,18.26575998564575,17.80323647564717,18.171687490973216,59365350,ITUB4
2020-06-01,18.547975540161133,18.696924052423167,17.795394016302332,17.89730710850499,43143430,ITUB4
2020-06-02,19.794448852539062,19.833646979524033,18.681256257354264,18.814525283750882,63591770,ITUB4
2020-06-03,20.319686889648438,20.98603358800735,20.22561271176687,20.617582422122304,64590020,ITUB4
2020-06-04,20.90763282775879,21.03306282508524,19.974745166683498,20.202088270413583,48770260,ITUB4
2020-06-05,21.370162963867188,22.49903328896396,21.30744630103788,22.075707739436854,71132050,ITUB4
2020-06-08,22.232500076293945,22.32657262366052,21.566151632204164,21.644546244060674,34939630,ITUB4
2020-06-09,21.793489456176758,22.13842371520205,21.370163888336666,21.61318500502792,56801800,ITUB4
2020-06-10,20.84492301940918,22.08354537380447,20.758689463583423,22.036508290711048,54169280,ITUB4
2020-06-12,20.429431915283203,20.67245297229792,20.084499385728392,20.31184086901569,59624400,ITUB4
2020-06-15,19.951231002807617,20.374558158929908,19.621978010062037,19.676852412340818,41154410,ITUB4
2020-06-16,20.52351188659668,20.82924806016414,20.147221717519386,20.774371999314873,41812320,ITUB4
2020-06-17,20.782215118408203,21.119308846729634,20.499995812786995,20.52351436238357,39371310,ITUB4
2020-06-18,21.59749984741211,21.879717367979854,20.633256240946974,20.774364178846835,59368650,ITUB4
2020-06-19,22.020828247070312,22.138419298755096,21.62101965820291,22.028667211911134,68300870,ITUB4
2020-06-22,21.338802337646484,22.1384195234988,21.095781266969002,21.981632001250123,32212620,ITUB4
2020-06-23,21.05658721923828,21.7542930615606,20.821406712831728,21.715096584620916,65566050,ITUB4
2020-06-24,20.256975173950195,21.103628110160074,20.068828432245922,21.001716593845515,63100730,ITUB4
2020-06-25,20.49998664855957,20.64109623828914,19.998266586886615,20.405914136995893,51012610,ITUB4
2020-06-26,20.155057907104492,20.55486656784014,20.02178890178208,20.155057907104492,43629740,ITUB4
2020-06-29,20.758695602416992,20.790053118829668,20.186419694309077,20.304010792048803,33844030,ITUB4
2020-06-30,19.951231002807617,20.625418208552528,19.951231002807617,20.554864230788223,50302120,ITUB4
2020-07-01,20.47285270690918,20.55913709213296,20.033588840345274,20.08065200317967,43048940,ITUB4
2020-07-02,20.82583999633789,21.374920858274756,20.716024811393545,20.786620404981935,45758130,ITUB4
2020-07-03,20.7866153717041,20.935651757655062,20.551294589072274,20.700332620761216,11265540,ITUB4
2020-07-06,21.751432418823242,21.845560423502928,21.061160384505538,21.27294880646942,32306230,ITUB4
2020-07-07,20.684646606445312,21.735743392169503,20.64542701926587,21.516111399931127,71409030,ITUB4
2020-07-08,21.13175392150879,21.23372549728555,20.78661631905564,20.904276715733936,37387460,ITUB4
2020-07-09,21.139602661132812,21.312171504417034,20.84937339249466,21.194511079063105,47828000,ITUB4
2020-07-10,21.335697174072266,21.42198157509405,20.880746051844792,21.139597609172082,26462040,ITUB4
2020-07-13,21.021942138671875,21.61024261698551,21.021942138671875,21.531801785199082,27259870,ITUB4
2020-07-14,21.374916076660156,21.508265290621303,20.73955258502005,20.982715313621636,31289830,ITUB4
2020-07-15,21.523956298828125,21.806340306043456,21.233728702846946,21.602397123701536,35147420,ITUB4
2020-07-16,21.163131713867188,21.42982854666511,21.116068534984215,21.31216977658852,21423820,ITUB4
2020-07-17,21.35138702392578,21.492578190821433,21.178818213566487,21.265102618746134,35706990,ITUB4
