Price,Close,High,Low,Open,Volume
Ticker,KLBN11.SA,KLBN11.SA,KLBN11.SA,KLBN11.SA,KLBN11.SA
Date,,,,,
2020-01-02,13.579201698303223,13.850933530521342,13.520449119582953,13.601234300535614,2420990
2020-01-03,13.909687042236328,14.005159603848313,13.557171546269675,13.711396690542768,3359070
2020-01-06,14.034538269042969,14.232828654276245,13.902344165270941,14.181419750539927,3578410
2020-01-07,14.07860279083252,14.130011692037996,13.917032398715149,14.027193889627041,2732510
2020-01-08,14.232827186584473,14.3429886715597,14.005160528528831,14.107978325398877,2149070
2020-01-09,14.144699096679688,14.416429439390477,14.100633883889042,14.122666490284365,2234760
2020-01-10,14.511902809143066,14.563310166962758,14.276892461912318,14.357676113135854,1921040
2020-01-13,14.864420890808105,14.945206096798568,14.34299120784646,14.34299120784646,4458850
2020-01-14,15.363815307617188,15.400536829984556,14.937859823969973,15.055363456657672,3700840
2020-01-15,15.180211067199707,15.510695462626344,15.048017000859232,15.496006548211138,4295610
2020-01-16,15.158180236816406,15.393190568121412,15.055362446445828,15.216932819642658,2720960
2020-01-17,15.231619834899902,15.363812359336983,15.128802057360765,15.128802057360765,1754940
2020-01-20,15.327093124389648,15.37850201563967,15.143491702324328,15.209587967731979,1962730
2020-01-21,15.31975269317627,15.422568956678415,15.246311184232322,15.275687479640006,2197140
2020-01-22,15.738364219665527,15.826493104220683,15.238967207186317,15.253656125036903,3861330
2020-01-23,16.032127380371094,16.120256266092653,15.606170328958825,15.936654806051774,2799390
2020-01-24,15.91462230682373,16.083534833605608,15.797115595596042,16.076191145669295,2254890
2020-01-27,15.407880783081055,15.701643721975463,15.187557808485547,15.701643721975463,3691160
2020-01-28,15.31975269317627,15.569450433716826,15.114117084473012,15.31975269317627,2489630
2020-01-29,15.466631889343262,15.525384471494354,15.165523750181965,15.385846703673193,1708960
2020-01-30,15.165523529052734,15.444599060625842,14.820351728735714,15.444599060625842,3440250
2020-01-31,15.363815307617188,15.59882565469134,15.253655363063212,15.37850422473401,3696110
2020-02-03,15.092082023620605,15.4005338141776,15.062705735988942,15.349124925609921,4233570
2020-02-04,15.393195152282715,15.488669283444947,15.224281041141557,15.290378872142272,2556620
2020-02-05,15.466631889343262,15.841179985768795,15.341783037484502,15.496008180418807,3947790
2020-02-06,15.61351490020752,16.142288192246063,15.540073394777462,15.753052681930043,5355900
2020-02-07,15.128807067871094,15.569451530013563,15.084743392081643,15.422570042632739,3043480
2020-02-10,15.077394485473633,15.312404807976007,14.695502711407274,15.062707110741842,3559600
2020-02-11,15.306644439697266,15.321347443463456,14.924344746932348,14.997864393229865,3901150
2020-02-12,16.130054473876953,16.16681506515606,15.336050690565521,15.372809739355906,6278690
2020-02-13,15.990365982055664,16.277089915653626,15.666883004852156,15.806569221539434,4409900
2020-02-14,15.630125045776367,16.115350316494276,15.512494864085797,15.902144455313659,2910490
2020-02-17,15.497790336608887,15.740403743470118,15.409567700247152,15.740403743470118,1778810
2020-02-18,15.431623458862305,15.483087048074685,15.093435921167906,15.343400824136191,2411420
2020-02-19,15.600714683532715,15.630122223645616,15.269880242884673,15.299286240509238,2407790
2020-02-20,15.497790336608887,15.630125062395795,15.343401108598005,15.409567700247152,3119160
2020-02-21,16.188871383666992,16.21092743240914,15.321347863038959,15.431626564260792,5129630
2020-02-26,14.80671215057373,15.380160054427172,14.71113801409436,14.755250103231672,7637630
2020-02-27,14.630270957946777,14.703790612843507,14.145047097086703,14.556752845539085,6243160
2020-02-28,14.211209297180176,14.225912298103932,13.593649323634173,14.12298666417197,7650830
2020-03-02,15.019922256469727,15.14490397354134,14.380307580590584,14.54940139926926,8159470
2020-03-03,15.255176544189453,15.62277004466022,14.99050866855467,15.078731293766264,6889960
2020-03-04,16.24033546447754,16.255040011571,15.571313277726222,15.622775336330982,8624990
2020-03-05,15.968315124511719,16.659393322903743,15.938906031931474,16.247686079135466,8912640
2020-03-06,15.644826889038086,15.938902321493757,15.10078811023935,15.291936370091284,6284520
2020-03-09,14.402360916137695,15.291940496211684,14.19650805787485,15.291940496211684,10311510
2020-03-10,14.490579605102539,15.203713682982876,14.04946645808359,14.916989751798436,8452950
2020-03-11,13.380446434020996,14.40235909386376,12.174736216933645,14.240618354080402,16115000
2020-03-12,11.61599349975586,12.351183049629016,10.660247316294093,12.17473774275813,16475910
2020-03-13,11.880661010742188,12.954036517266427,11.02784057265883,12.72612840492799,10833240
2020-03-16,10.072093963623047,11.270452644224322,9.85153736416266,10.219131696596639,12917080
2020-03-17,10.498506546020508,11.263102931219073,10.057392475622976,10.366171785030089,11521840
2020-03-18,9.41777515411377,9.954462464659239,8.667881214240287,9.748610420935133,24477200
2020-03-19,10.351468086242676,10.792581355847705,8.63112402104968,9.042830510592168,12982530
2020-03-20,9.594223976135254,11.24840015141981,9.116350807414522,10.76317470810604,16858820
2020-03-23,9.932408332824707,10.60142962077518,9.439830778932215,10.072093791135293,9053220
2020-03-24,9.903000831604004,10.917562797846685,9.586869299449797,10.645542588464386,8752590
2020-03-25,10.204426765441895,10.976375932829628,9.814776431651847,9.814776431651847,6023270
2020-03-26,10.388226509094238,10.910210898726547,9.99122381930693,10.37352273433339,10276860
2020-03-27,11.013136863708496,11.873308808286144,9.85153793470044,10.07209454693405,12009360
2020-03-30,11.564528465270996,12.476162376902487,11.424841467106157,11.836547875861463,9708710
2020-03-31,11.924771308898926,12.534979076402127,11.586584512642464,11.80714189014104,9451860
