Date,Close,High,Low,Open,Volume,Ticker,Daily_Change_%
2020-01-02,31.60064125061035,31.60064125061035,30.736464663064268,30.97743480151899,22732710,ITUB4,0.0
2020-01-03,31.26826286315918,31.775136931837633,31.11869123660299,31.160239491773364,27380540,ITUB4,-1.05
2020-01-06,30.802934646606445,31.226712171883783,30.669984424547476,31.201785312783347,24524170,ITUB4,-1.49
2020-01-07,30.088329315185547,30.94419689041109,30.088329315185547,30.80293770131008,22000990,ITUB4,-2.32
2020-01-08,29.598066329956055,30.586883912797063,29.598066329956055,30.287747695741942,28578990,ITUB4,-1.63
2020-01-09,29.008102416992188,29.855660932539465,28.684037566582496,29.73932861953538,53266180,ITUB4,-1.99
2020-01-10,28.750516891479492,29.456816381953153,28.72559002785284,29.149369373460807,28073760,ITUB4,-0.89
2020-01-13,29.13274383544922,29.415262179857965,28.86684339676767,29.099506280614026,32120770,ITUB4,1.33
2020-01-14,29.13274383544922,29.13274383544922,28.77543968512569,29.01641326521644,20276630,ITUB4,0.0
2020-01-15,28.77543830871582,29.033029782212445,28.58432194170989,28.991483276500936,36033250,ITUB4,-1.23
2020-01-16,28.833608627319336,29.14105734678066,28.60094572099726,28.99979641754939,25143250,ITUB4,0.2
2020-01-17,29.033031463623047,29.33216946015537,28.858534734824396,28.99979390845279,21695190,ITUB4,0.69
2020-01-20,28.44306755065918,29.082890122186296,28.384901386870986,28.916702328063604,20154420,ITUB4,-2.03
2020-01-21,27.83647918701172,28.650800202876166,27.78662372334458,28.260258473396473,29565910,ITUB4,-2.13
2020-01-22,28.002666473388672,28.31011517682686,27.836478691819732,28.127307745410594,19187850,ITUB4,0.6
2020-01-23,28.66742515563965,28.925016705145868,27.75339129999096,27.836484335932898,36385360,ITUB4,2.37
2020-01-24,28.451374053955078,28.767131707281955,28.21040220907774,28.758822754136737,16231710,ITUB4,-0.75
2020-01-27,27.83647918701172,28.326735330587496,27.76169511982056,28.035906271822988,15825810,ITUB4,-2.16
2020-01-28,27.828166961669922,28.22701934101557,27.67028814908862,28.060831576030175,18903940,ITUB4,-0.03
2020-01-29,27.396080017089844,28.07745075616947,27.35453350980155,27.994355998212104,22078540,ITUB4,-1.55
2020-01-30,27.794937133789062,27.794937133789062,27.072019719335174,27.130185889091507,45968780,ITUB4,1.46
2020-01-31,27.271440505981445,27.745076995703776,27.038777609468696,27.412701429256995,28005780,ITUB4,-1.88
2020-02-03,27.350418090820312,27.691260160294288,27.258972572464945,27.433550855919247,19344600,ITUB4,0.29
2020-02-04,27.566560745239258,27.815955541870654,27.35041696025914,27.732824524386228,17303330,ITUB4,0.79
2020-02-05,27.732826232910156,28.36462863259181,27.732826232910156,28.023788300387054,38271090,ITUB4,0.6
2020-02-06,27.666322708129883,28.04873032333532,27.52499891302281,28.01547581888599,29136580,ITUB4,-0.24
2020-02-07,28.023788452148438,28.389568790787102,27.433551560573306,27.475117072101323,40828700,ITUB4,1.29
2020-02-10,28.497636795043945,28.738720573521363,27.99884547709109,28.040410984209316,50615180,ITUB4,1.69
2020-02-11,29.154375076293945,29.470275309386,28.79690760017639,29.229193323055526,105065290,ITUB4,2.3
2020-02-12,29.03799819946289,29.495222310761253,28.89667441495573,29.23751474612414,72906020,ITUB4,-0.4
2020-02-13,28.589078903198242,28.921606408920677,28.43112790193563,28.85510090777619,22312950,ITUB4,-1.55
2020-02-14,28.10692024230957,28.597398873096854,27.990536458019083,28.489327842503197,34655940,ITUB4,-1.69
2020-02-17,27.84920883178711,28.256556406642808,27.732825056241303,28.256556406642808,35458500,ITUB4,-0.92
2020-02-18,27.965595245361328,28.04872801127531,27.40861112069011,27.749451449327548,26345000,ITUB4,0.42
2020-02-19,28.364627838134766,28.614024387323465,27.86583648393555,28.015473018106228,21751620,ITUB4,1.43
2020-02-20,28.264867782592773,28.48932431385432,28.12354401053768,28.456071559007352,52809570,ITUB4,-0.35
2020-02-21,27.592369079589844,27.778120141003,27.398177042689515,27.676801863355845,21451320,ITUB4,-2.38
